datetime,demand,gen_cost_marg,gen_cost_tot,co2_marg,co2_tot,so2_marg,so2_tot,nox_marg,nox_tot,dmg_easiur,biomass_mix,coal_mix,gas_mix,geothermal_mix,hydro_mix,nuclear_mix,oil_mix,marg_gen,coal_mix_marg,marg_gen_fuel_type,mmbtu_coal,mmbtu_gas,mmbtu_oil
2017-05-22 01:00:00,4916.0,45.464854731668815,214025.95251014514,438.3821418056281,1823927.754971144,0.007199549618849625,10.860154627565038,0.04839937430990066,170.7713996272342,762.2874061181246,0.0,482.57588294246875,4433.424117057531,0.0,0.0,0.0,0.0,0,0.5,gas,3755.366570398873,30074.419721485316,0.0
2017-05-22 02:00:00,4983.0,45.464854731668815,217072.09777716696,438.3821418056281,1849488.8471222683,0.007199549618849625,11.053862949377917,0.04839937430990066,172.56990569173539,767.401748601403,0.0,489.0506728584351,4493.949327141565,0.0,0.0,0.0,0.0,0,0.5,gas,3816.502218342261,30487.464618278704,0.0
2017-05-22 03:00:00,5288.0,45.54471598470121,230946.66758187735,444.9518835285975,1964135.5686056337,0.007232482222145396,11.757567946680762,0.049723879675710375,179.287896071883,783.0408201890205,0.0,501.52461750845913,4786.475382491541,0.0,0.0,0.0,0.0,0,0.5,gas,3934.2825167745937,32496.396634557725,0.0
2017-05-22 04:00:00,6646.0,45.61928556640048,292866.01553267566,443.4272651693045,2478148.7632333445,0.0072246654615334555,14.653946669011662,0.05018219393592681,206.26803076726915,882.374200215299,0.0,531.5429504954159,6114.457049504584,0.0,0.0,0.0,0.0,0,0.5,gas,4217.7187766619645,41746.8579067367,0.0
2017-05-22 05:00:00,8013.0,46.04330054665347,355736.1628581678,440.8050710088812,2984331.831237671,0.007211272328180271,16.56653814974414,0.05002066200657898,229.4164788421516,958.8958983732208,0.0,466.8464697037432,7546.153530296257,0.0,0.0,0.0,0.0,0,0.5,gas,3606.847794871118,51745.680123525766,0.0
2017-05-22 06:00:00,9095.0,46.24151571906354,405712.6247649959,447.89963866396783,3392106.488899304,0.0072475688496188555,18.77300750606398,0.05007265405506653,254.64407686493968,1002.6715454370182,0.0,481.4975243413305,8613.50247565867,0.0,0.0,0.0,0.0,0,0.5,gas,3745.1845949754943,59170.543939464544,0.0
2017-05-22 07:00:00,9898.0,47.19814145962734,442963.75442939467,355.314125,3670991.100443964,0.0017943809523809525,18.522162485881655,0.018021171802054155,261.0617586605531,988.1348564785585,0.0,315.0,9583.0,0.0,0.0,0.0,0.0,0,0.0,gas,2173.097444089457,65912.45820732549,0.0
2017-05-22 08:00:00,10292.0,47.71679106280193,461645.4275995275,396.2634479166666,3830449.76548119,0.0020019238095238096,19.327864898945084,0.023437545126353793,273.1070131093448,1006.6593001543396,0.0,315.0,9977.0,0.0,0.0,0.0,0.0,0,0.0,gas,2173.097444089457,68870.45504579884,0.0
2017-05-22 09:00:00,10597.0,47.722617428149036,476199.4715722874,367.5026669609665,3949223.5431733686,0.0018565055762081787,19.92790167286635,0.027801188068756318,280.57204352225716,1027.1764267835824,0.0,315.0,10282.0,0.0,0.0,0.0,0.0,0,0.0,gas,2173.097444089457,71072.90140912725,0.0
2017-05-22 10:00:00,10715.0,47.722617428149036,481830.74042880896,367.5026669609665,3992588.8578747627,0.0018565055762081787,20.146969330858916,0.027801188068756318,283.85258371437044,1030.4705894567908,0.0,315.0,10400.0,0.0,0.0,0.0,0.0,0,0.0,gas,2173.097444089457,71877.06246338564,0.0
2017-05-22 11:00:00,10792.0,47.722617428149036,485505.3819707765,367.5026669609665,4020886.563230757,0.0018565055762081787,20.289920260226943,0.027801188068756318,285.9932751956647,1032.6201701842233,0.0,315.0,10477.0,0.0,0.0,0.0,0.0,0,0.0,gas,2173.097444089457,72401.81162591018,0.0
2017-05-22 12:00:00,10900.0,47.90346125546705,490675.25739971356,381.5403580246914,4061805.840994284,0.0019281317356572261,20.496693681076202,0.01918963499676838,288.2418682443905,1040.8834014331862,0.0,315.0,10585.0,0.0,0.0,0.0,0.0,0,0.0,gas,2173.097444089457,73160.70763083729,0.0
2017-05-22 13:00:00,10720.0,47.722617428149036,482069.35351594974,367.5026669609665,3994426.3712095674,0.0018565055762081787,20.156251858739957,0.027801188068756318,283.99158965471423,1030.6101726209097,0.0,315.0,10405.0,0.0,0.0,0.0,0.0,0,0.0,gas,2173.097444089457,71911.13708432879,0.0
