"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","OP_HOUR","OP_TIME","GLOAD (MW)","SLOAD (1000lb/hr)","SO2_MASS (lbs)","SO2_MASS_MEASURE_FLG","SO2_RATE (lbs/mmBtu)","SO2_RATE_MEASURE_FLG","NOX_RATE (lbs/mmBtu)","NOX_RATE_MEASURE_FLG","NOX_MASS (lbs)","NOX_MASS_MEASURE_FLG","CO2_MASS (tons)","CO2_MASS_MEASURE_FLG","CO2_RATE (tons/mmBtu)","CO2_RATE_MEASURE_FLG","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"RI","Manchester Street","3236","10","10-01-2017","0","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","1","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","2","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","3","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","4","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","5","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","6","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","7","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","8","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","9","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","10","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","11","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","12","0","","","","","","","","","","","","","","","","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","13",".5","9","",".15","Measured and Substitute",".001","Calculated",".153","Measured","37.2","Measured and Substitute","14.4","Measured and Substitute",".059","Calculated","243.3","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","14","1","41","",".4","Measured",".001","Calculated",".255","Measured","173.4","Measured","40.3","Measured",".059","Calculated","680","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","15","1","94","",".7","Measured",".001","Calculated",".015","Measured","16.9","Measured","66.9","Measured",".059","Calculated","1129","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","16","1","100","",".7","Measured",".001","Calculated",".012","Measured","13.9","Measured","68.8","Measured",".059","Calculated","1160.5","626","2191"
"RI","Manchester Street","3236","10","10-01-2017","17","1","101","",".7","Measured",".001","Calculated",".009","Measured","10.6","Measured","69.7","Measured",".059","Calculated","1176.3","626","2191"
